vertices,val,time,ProbShared,ProbShared2
3107,215487.665169,215487.665169,215487.665169,238482.512842,238482.512842,215487.665169
3401,229931.356086,229931.356086,229931.356086,245222.533181,245222.533181,229931.356086
4513,241149.666429,241149.666429,241149.666429,275490.05717,275490.05717,241149.666429
2876,221592.939708,221592.939708,221592.939708,283329.038978,283329.038978,221592.939708
3297,245819.034774,245819.034774,245819.034774,294549.45576,294549.45576,245819.034774
4355,254119.644853,254119.644853,254119.644853,322289.756586,322289.756586,254119.644853
2698,7838.025988,7838.025988,7838.025988,8535.696864,8535.696864,7838.025988
2981,8163.795013,8163.795013,8163.795013,8697.493931,8697.493931,8163.795013
3957,8484.360409,8484.360409,8484.360409,9401.623686,9401.623686,8484.360409
2796,19882.404412,19882.404412,19882.404412,23321.915757,23321.915757,19882.404412
3173,20276.260253,20276.260253,20276.260253,24070.108877,24070.108877,20276.260253
4252,21536.769355,21536.769355,21536.769355,26485.646178,26485.646178,21536.769355
2406,60245.541099,60245.541099,60245.541099,60245.541099,60245.541099,60245.541099
2686,59630.609683,59630.609683,59630.609683,65283.988145,65283.988145,59630.609683
3627,60437.6932,60437.6932,60437.6932,72350.90078,72350.90078,60437.6932
