#solverEARandom	
#Instance	Iteration	Segments	Edges	Vertices	Max k	Time	Solution value	Upper bound value	
von_koch-random-55-3	0	163	5373	2645	25	670054477928	26683.971468	
von_koch-random-55-3	0	163	5373	2645	30	913980415071	32597.515623	
von_koch-random-55-3	1	179	6153	3026	25	823965404458	29138.578792	
von_koch-random-55-3	1	179	6153	3026	30	913282449909	35413.824856	
von_koch-random-55-3	2	213	8481	4170	25	655447023207	33545.987601	
von_koch-random-55-3	2	213	8481	4170	30	909410500059	40629.703677	
von_koch-random-55-4	0	163	5982	2948	25	670489412896	81015.727807	
von_koch-random-55-4	0	163	5982	2948	30	911035436106	97742.094351	
von_koch-random-55-4	1	179	6789	3342	25	873687057591	86617.478047	
von_koch-random-55-4	1	179	6789	3342	30	919519652104	105801.364099	
von_koch-random-55-4	2	213	9115	4480	25	916867528959	91137.119533	
von_koch-random-55-4	2	213	9115	4480	30	942262548448	111780.353894	
random-x-monotone-55-1337	0	158	5948	2950	25	835617937643	75483.582754	
random-x-monotone-55-1337	0	158	5948	2950	30	934568886768	93851.833726	
random-x-monotone-55-1337	1	172	6820	3379	25	915010849959	78220.316650	
random-x-monotone-55-1337	1	172	6820	3379	30	924637359100	98244.639816	
random-x-monotone-55-1337	2	205	9073	4489	25	966464280513	83419.473308	
random-x-monotone-55-1337	2	205	9073	4489	30	995204690264	105463.763006	
von_koch-random-55-5	0	163	5896	2908	25	700564385976	978708.290433	
von_koch-random-55-5	0	163	5896	2908	30	917445176729	1201739.660604	
von_koch-random-55-5	1	179	7008	3453	25	950793699039	1080147.508365	
von_koch-random-55-5	1	179	7008	3453	30	953311159330	1312102.652060	
von_koch-random-55-5	2	213	9808	4831	25	933290513690	1209577.854987	
von_koch-random-55-5	2	213	9808	4831	30	970580958159	1480188.155894	
von_koch-random-55-2	0	163	6496	3209	25	920410524137	9733.061288	
von_koch-random-55-2	0	163	6496	3209	30	934776056714	12113.231866	
von_koch-random-55-2	1	179	7554	3729	25	943331643266	10351.832635	
von_koch-random-55-2	1	179	7554	3729	30	874112270950	12749.098285	
von_koch-random-55-2	2	213	10329	5093	25	944701544723	11467.330748	
von_koch-random-55-2	2	213	10329	5093	30	917948033196	14128.308817	
