maxK,random-2-opt-60-1337(264),von_koch-random-55-3(230),von_koch-random-55-4(231),von_koch-random-60-2(264),von_koch-random-60-5(265)
30,7.240469239,5.427067516,3.989853018,5.102305421,9.518188251
35,7.002671776,3.717703053,4.397828261,7.368173893,7.246540884
40,9.618987825,12.092002613,3.983671226,7.097216457,7.674056236
45,9.651646887,7.397338145,4.80680152,19.386888749,7.722967156
50,11.616982731,16.672967792,5.572362601,9.041510481,8.783317433
55,26.143253827,14.140046963,11.311464139,14.69564158,8.401885835
