maxK,random-2-opt-60-1337(177),von_koch-random-55-3(153),von_koch-random-55-4(154),von_koch-random-60-2(177),von_koch-random-60-5(177)
30,2.53235153,2.155212477,1.463933614,2.028438358,4.45705443
35,2.551417542,3.107728117,2.894834833,2.625820807,4.310750442
40,1.912415544,3.456458408,1.39613861,3.714728861,6.06127064
45,1.890723948,2.657972727,1.875493256,10.198260834,7.686692617
50,2.718335347,2.260938605,1.222179672,8.010765694,10.537343665
55,2.491571732,3.697609413,1.43816238,16.934619308,5.129886914
