#solverGreedy	
#Instance	Iteration	Segments	Edges	Vertices	Max k	Time	Solution value	Upper bound value	
random-2-opt-60-1337	0	193	7435	3681	25	627537217	47940.883036	
random-2-opt-60-1337	0	193	7435	3681	30	911264407	63196.074748	
random-2-opt-60-1337	1	209	8801	4356	25	936298937	57639.600401	
random-2-opt-60-1337	1	209	8801	4356	30	1342927831	75787.584061	
random-2-opt-60-1337	2	246	12082	5978	25	1845048088	79255.574088	
random-2-opt-60-1337	2	246	12082	5978	30	2601499060	98970.989331	
von_koch-random-55-3	0	163	5373	2645	25	432318052	18231.014382	
von_koch-random-55-3	0	163	5373	2645	30	635866312	23460.864914	
von_koch-random-55-3	1	179	6153	3026	25	539385526	20218.051322	
von_koch-random-55-3	1	179	6153	3026	30	809263162	26496.357851	
von_koch-random-55-3	2	213	8481	4170	25	732416506	17201.262211	
von_koch-random-55-3	2	213	8481	4170	30	1097224537	22439.571284	
von_koch-random-55-4	0	163	5982	2948	25	617779538	64237.937696	
von_koch-random-55-4	0	163	5982	2948	30	835979795	75560.997756	
von_koch-random-55-4	1	179	6789	3342	25	740909983	78360.897187	
von_koch-random-55-4	1	179	6789	3342	30	1040977371	92920.613021	
von_koch-random-55-4	2	213	9115	4480	25	1073476166	77870.850619	
von_koch-random-55-4	2	213	9115	4480	30	1515085976	97445.851345	
von_koch-random-60-2	0	193	8426	4153	25	869831934	6370.176968	
von_koch-random-60-2	0	193	8426	4153	30	1289079061	8324.287146	
von_koch-random-60-2	1	209	9717	4787	25	1048986129	6515.869338	
von_koch-random-60-2	1	209	9717	4787	30	1531290087	8574.738241	
von_koch-random-60-2	2	246	13518	6665	25	2312497282	9486.309458	
von_koch-random-60-2	2	246	13518	6665	30	3308870139	12318.881401	
von_koch-random-60-5	0	193	7031	3462	25	540051655	599358.320725	
von_koch-random-60-5	0	193	7031	3462	30	774122933	736909.824667	
von_koch-random-60-5	1	209	8390	4132	25	1002830263	891128.558159	
von_koch-random-60-5	1	209	8390	4132	30	1454377918	1122680.927111	
von_koch-random-60-5	2	246	11869	5850	25	1817573344	1058892.468765	
von_koch-random-60-5	2	246	11869	5850	30	2587747446	1308246.959583	
random-x-monotone-55-1337	0	158	5948	2950	25	590951088	62033.193849	
random-x-monotone-55-1337	0	158	5948	2950	30	866165853	74986.508487	
random-x-monotone-55-1337	1	172	6820	3379	25	703650728	60221.467992	
random-x-monotone-55-1337	1	172	6820	3379	30	1018725161	75130.215551	
random-x-monotone-55-1337	2	205	9073	4489	25	1034339182	59308.013700	
random-x-monotone-55-1337	2	205	9073	4489	30	1510729697	78801.555946	
von_koch-random-60-4	0	193	7654	3764	25	730213944	61990.628126	
von_koch-random-60-4	0	193	7654	3764	30	1097095085	76833.920014	
von_koch-random-60-4	1	209	8986	4418	25	907288034	61990.628126	
von_koch-random-60-4	1	209	8986	4418	30	1354408836	76833.920014	
von_koch-random-60-4	2	246	11435	5621	25	1388101237	66587.340367	
von_koch-random-60-4	2	246	11435	5621	30	2016106693	83407.455750	
von_koch-random-60-3	0	193	6361	3129	25	594390726	20262.805407	
von_koch-random-60-3	0	193	6361	3129	30	862636608	24953.563680	
von_koch-random-60-3	1	209	7494	3685	25	712778094	20358.740610	
von_koch-random-60-3	1	209	7494	3685	30	1058238666	25434.965474	
von_koch-random-60-3	2	246	10551	5190	25	1112289227	21356.671010	
von_koch-random-60-3	2	246	10551	5190	30	1670227220	28990.277833	
von_koch-random-55-5	0	163	5896	2908	25	630008600	652776.838579	
von_koch-random-55-5	0	163	5896	2908	30	867587753	837885.623201	
von_koch-random-55-5	1	179	7008	3453	25	834333540	787648.032263	
von_koch-random-55-5	1	179	7008	3453	30	1177878506	996489.635211	
von_koch-random-55-5	2	213	9808	4831	25	1429900843	991218.283817	
von_koch-random-55-5	2	213	9808	4831	30	2042791883	1286622.413360	
von_koch-random-55-2	0	163	6496	3209	25	865660325	8748.522080	
von_koch-random-55-2	0	163	6496	3209	30	1218128498	10743.120057	
von_koch-random-55-2	1	179	7554	3729	25	1084549546	9433.101286	
von_koch-random-55-2	1	179	7554	3729	30	1567523012	11764.025195	
von_koch-random-55-2	2	213	10329	5093	25	1708049885	10560.628748	
von_koch-random-55-2	2	213	10329	5093	30	2482742163	12828.405913	
