vertices,val,time,ProbShared,ProbShared2
987,61014.38481,61014.38481,61014.38481,61019.829535,61019.829535,61014.38481
1060,64011.182468,64011.182468,64011.182468,64011.182468,64011.182468,64011.182468
881,66696.765679,66696.765679,66696.765679,66702.172301,66702.172301,66696.765679
942,69067.133151,69067.133151,69067.133151,69067.133151,69067.133151,69067.133151
1010,7284.827835,7284.827835,7284.827835,7284.827835,7284.827835,7284.827835
1078,7467.795469,7467.795469,7467.795469,7467.795469,7467.795469,7467.795469
1434,56537.482358,56537.482358,56537.482358,56541.275325,56541.275325,56537.482358
1537,58957.778242,58957.778242,58957.778242,58961.019989,58961.019989,58957.778242
1728,265682.745621,265682.745621,265682.745621,271953.15051,271953.15051,265682.745621
1852,282835.322772,282835.322772,282835.322772,282850.983117,282850.983117,282835.322772
2143,67267.590552,67267.590552,67267.590552,67272.98111,67272.98111,67267.590552
2283,68986.994683,68986.994683,68986.994683,68992.873898,68992.873898,68986.994683
1670,8080.524112,8080.524112,8080.524112,8188.509999,8188.509999,8080.524112
1732,8302.676293,8302.676293,8302.676293,8303.438203,8303.438203,8302.676293
1160,63984.536305,63984.536305,63984.536305,63988.435145,63988.435145,63984.536305
1226,63984.536305,63984.536305,63984.536305,63984.536305,63984.536305,63984.536305
1436,690.557069,690.557069,690.557069,690.618185,690.618185,690.557069
1549,725.934818,725.934818,725.934818,725.984334,725.984334,725.934818
1716,62433.331855,62433.331855,62433.331855,62435.422826,62435.422826,62433.331855
1819,65647.323366,65647.323366,65647.323366,65653.049998,65653.049998,65647.323366
3107,254297.637001,254297.637001,254297.637001,254318.616401,254318.616401,254297.637001
3401,262858.78204,262858.78204,262858.78204,262872.738891,262872.738891,262858.78204
4513,262164.886627,262164.886627,262164.886627,302905.955212,302905.955212,262164.886627
2876,262168.995488,262168.995488,262168.995488,315117.379485,315117.379485,262168.995488
3297,286286.139579,286286.139579,286286.139579,326261.017931,326261.017931,286286.139579
4355,327099.737525,327099.737525,327099.737525,354201.415485,354201.415485,327099.737525
2698,9067.963769,9067.963769,9067.963769,9378.499341,9378.499341,9067.963769
2981,9427.372074,9427.372074,9427.372074,9428.284118,9428.284118,9427.372074
3957,10020.07682,10020.07682,10020.07682,10461.967159,10461.967159,10020.07682
2796,23122.791699,23122.791699,23122.791699,25700.053661,25700.053661,23122.791699
3173,25111.300187,25111.300187,25111.300187,26888.876187,26888.876187,25111.300187
4252,26805.885301,26805.885301,26805.885301,29078.639315,29078.639315,26805.885301
2406,66759.231125,66759.231125,66759.231125,69678.614562,69678.614562,66759.231125
2686,70384.873332,70384.873332,70384.873332,72735.280089,72735.280089,70384.873332
3627,69424.26358,69424.26358,69424.26358,78759.752455,78759.752455,69424.26358
4604,964.666757,964.666757,964.666757,1061.906665,1061.906665,964.666757
5329,1040.052614,1040.052614,1040.052614,1114.642957,1114.642957,1040.052614
7019,1159.002418,1159.002418,1159.002418,1299.840344,1299.840344,1159.002418
5316,947.316332,947.316332,947.316332,1175.270084,1175.270084,947.316332
6033,1082.636182,1082.636182,1082.636182,1224.740291,1224.740291,1082.636182
7850,1164.038307,1164.038307,1164.038307,1397.034753,1397.034753,1164.038307
3703,69996.438583,69996.438583,69996.438583,72781.963638,72781.963638,69996.438583
4271,71641.997811,71641.997811,71641.997811,75524.722369,75524.722369,71641.997811
5623,83018.237605,83018.237605,83018.237605,83023.698944,83023.698944,83018.237605
4375,26453.985186,26453.985186,26453.985186,29968.133064,29968.133064,26453.985186
5067,29206.61122,29206.61122,29206.61122,31700.060922,31700.060922,29206.61122
6537,33106.860942,33106.860942,33106.860942,33106.860942,33106.860942,33106.860942
3648,21153.619465,21153.619465,21153.619465,22100.518745,22100.518745,21153.619465
4193,21624.604271,21624.604271,21624.604271,23058.827095,23058.827095,21624.604271
