vertices,ProbShared2
987,1.0,1.0,1.0
1060,1.0,1.0,1.0
881,1.0,1.0,1.0
942,1.0,1.0,1.0
1010,1.0,1.0,1.0
1078,1.0,1.0,1.0
1434,1.0,1.0,1.0
1537,1.0,1.0,1.0
1728,1.0000736463832687,1.0000736463832687,1.0
1852,1.0000917386828319,1.0000917386828319,1.0
2143,1.0,1.0,1.0
2283,1.000044583374669,1.000044583374669,1.0
1670,1.0000838319477243,1.0000838319477243,1.0
1732,1.0000514151221496,1.0000514151221496,1.0
1160,1.0,1.0,1.0
1226,1.0,1.0,1.0
1436,1.0000174355119098,1.0000174355119098,1.0
1549,1.0000263485798393,1.0000263485798393,1.0
1716,1.0000999628942715,1.0000999628942715,1.0
1819,1.0000727333132133,1.0000727333132133,1.0
3107,1.0000980780295714,1.0000980780295714,1.0
3401,1.0000857014139646,1.0000857014139646,1.0
4513,1.0,1.0,1.0
2876,1.0702844139600136,1.0702844139600136,1.0
3297,1.135306401742573,1.135306401742573,1.0
4355,1.0975161949171235,1.0975161949171235,1.0
2698,1.0000976695652073,1.0000976695652073,1.0
2981,1.0,1.0,1.0
3957,1.0000983488448243,1.0000983488448243,1.0
2796,1.0466568472279945,1.0466568472279945,1.0
3173,1.0000850618512802,1.0000850618512802,1.0
4252,1.1283206247850897,1.1283206247850897,1.0
2406,1.000048182936822,1.000048182936822,1.0
2686,1.0000314938685064,1.0000314938685064,1.0
3627,1.027256412663892,1.027256412663892,1.0
4604,1.0000577077439148,1.0000577077439148,1.0
5329,1.017122544275685,1.017122544275685,1.0
7019,1.0,1.0,1.0
5316,1.0919900316416722,1.0919900316416722,1.0
6033,1.0522532905086706,1.0522532905086706,1.0
7850,1.0636114636449798,1.0636114636449798,1.0
3703,1.0000952240549328,1.0000952240549328,1.0
4271,1.0,1.0,1.0
5623,1.0000016652803982,1.0000016652803982,1.0
4375,1.0301543198436676,1.0301543198436676,1.0
5067,1.000095284785808,1.000095284785808,1.0
6537,1.0,1.0,1.0
3648,1.051822748281227,1.051822748281227,1.0
4193,1.1079190126416532,1.1079190126416532,1.0
5543,1.0,1.0,1.0
4139,1.0000081859312677,1.0000081859312677,1.0
4805,1.0000990549502609,1.0000990549502609,1.0
6076,1.0000948485694923,1.0000948485694923,1.0
3797,1.072805938696321,1.072805938696321,1.0
4427,1.000095485958963,1.000095485958963,1.0
5685,1.000052890853557,1.000052890853557,1.0
3699,1.0,1.0,1.0
4238,1.0,1.0,1.0
5608,1.000026540736828,1.000026540736828,1.0
3657,1.025204937831362,1.025204937831362,1.0
4288,1.0000517046929451,1.0000517046929451,1.0
5551,1.0000740444073413,1.0000740444073413,1.0
3844,1.0000982176654378,1.0000982176654378,1.0
4411,1.0,1.0,1.0
5676,1.000099061727978,1.000099061727978,1.0
3743,1.0000842874731988,1.0000842874731988,1.0
4283,1.0000229687665643,1.0000229687665643,1.0
5380,1.0,1.0,1.0
4010,1.0592788699588704,1.0592788699588704,1.0
4538,1.0673549957184514,1.0673549957184514,1.0
5640,1.0000983906558178,1.0000983906558178,1.0
1434,1.0,1.0,1.0
1728,1.0000736463832687,1.0000736463832687,1.0
2143,1.0,1.0,1.0
1670,1.0000838319477243,1.0000838319477243,1.0
1436,1.0000174355119098,1.0000174355119098,1.0
1716,1.0000999628942715,1.0000999628942715,1.0
1505,1.0000763915281297,1.0000763915281297,1.0
1661,1.0,1.0,1.0
2345,1.000066963652793,1.000066963652793,1.0
1743,1.0000891096040192,1.0000891096040192,1.0
