vertices,ProbShared,ProbShared2
987,1.42184188,73130.538161,73130.538161,1.42184188
1060,1.154135093,76127.335819,76127.335819,1.154135093
881,4.122910867,78724.75789,78724.75789,4.122910867
942,6.102969101,82323.802967,82323.802967,6.102969101
1010,7.408158008,8875.589032,8875.589032,7.408158008
1078,6.494678332,9095.120669,9095.120669,6.494678332
1434,22.916916564,69632.837184,69632.837184,22.916916564
1537,14.926493946,72131.272774,72131.272774,14.926493946
1728,612.337949247,324150.025196,324150.025196,612.337949247
1852,624.343764579,336488.23667,336488.23667,624.343764579
2143,32.560084086,84075.798195,84075.798195,32.560084086
2283,33.795977192,87448.467967,87448.467967,33.795977192
1670,122.889378215,9960.104881,9960.104881,122.889378215
1732,45.061504516,10215.14645,10215.14645,45.061504516
1160,1.773394495,77179.913584,77179.913584,1.773394495
1226,3.018647922,78270.2941,78270.2941,3.018647922
1436,44.819906174,843.867195,843.867195,44.819906174
1549,37.858672491,885.308231,885.308231,37.858672491
1716,199.204866497,76768.685986,76768.685986,199.204866497
1819,54.815044311,80714.196818,80714.196818,54.815044311
3107,487.179139797,315550.956895,315550.956895,487.179139797
3401,110.46575,329545.323797,329545.323797,110.46575
4513,219.85867643,359260.488353,359260.488353,219.85867643
2876,900.061160103,371739.730543,371739.730543,900.061160103
3297,900.077304669,395305.997026,395305.997026,900.077304669
4355,900.143462187,429920.903759,429920.903759,900.143462187
2698,296.808772707,11293.832658,11293.832658,296.808772707
2981,209.665814263,11725.438169,11725.438169,209.665814263
3957,254.452061085,12545.275284,12545.275284,254.452061085
2796,900.130540172,30870.059653,30870.059653,900.130540172
3173,859.114898531,31735.138138,31735.138138,859.114898531
4252,900.092279208,35380.546165,35380.546165,900.092279208
2406,391.317996342,83464.562911,83464.562911,391.317996342
2686,282.8716208,87081.565409,87081.565409,282.8716208
3627,900.078029792,95218.877599,95218.877599,900.078029792
4604,728.304846512,1271.115934,1271.115934,728.304846512
5329,900.11153217,1336.578909,1336.578909,900.11153217
7019,548.713495694,1538.072374,1538.072374,548.713495694
5316,900.574046094,1406.596921,1406.596921,900.574046094
6033,900.152485791,1454.325338,1454.325338,900.152485791
7850,900.185624128,1637.998723,1637.998723,900.185624128
3703,231.851033857,87323.972405,87323.972405,231.851033857
4271,308.893931122,89868.817861,89868.817861,308.893931122
5623,301.025146979,102838.708356,102838.708356,301.025146979
4375,900.089462652,35654.710755,35654.710755,900.089462652
5067,496.71180157,37135.667564,37135.667564,496.71180157
6537,426.836060722,41209.805454,41209.805454,426.836060722
3648,900.072424069,26757.421969,26757.421969,900.072424069
4193,900.091472004,28195.274745,28195.274745,900.091472004
5543,255.089848323,29748.631475,29748.631475,255.089848323
4139,817.351078617,134760.236077,134760.236077,817.351078617
4805,594.474993033,142155.880566,142155.880566,594.474993033
6076,191.758470662,153548.485841,153548.485841,191.758470662
3797,900.076320423,29723.845291,29723.845291,900.076320423
4427,270.165672977,30626.871717,30626.871717,270.165672977
5685,344.854362869,33297.517898,33297.517898,344.854362869
3699,145.341642747,70942.691223,70942.691223,145.341642747
4238,65.02657658,75306.165973,75306.165973,65.02657658
5608,87.458873878,82009.394874,82009.394874,87.458873878
3657,900.080091048,24667.002479,24667.002479,900.080091048
4288,157.06509521,26246.363443,26246.363443,157.06509521
5551,88.230877336,28318.158254,28318.158254,88.230877336
3844,679.603240008,119117.685487,119117.685487,679.603240008
4411,707.725837497,126386.607445,126386.607445,707.725837497
5676,287.230346607,135596.034684,135596.034684,287.230346607
3743,152.044426177,32322.888696,32322.888696,152.044426177
4283,226.247738434,33311.217268,33311.217268,226.247738434
5380,162.128974658,36764.401754,36764.401754,162.128974658
4010,900.079354823,34371.885114,34371.885114,900.079354823
4538,900.091119046,36272.965148,36272.965148,900.091119046
5640,756.072832506,37442.828359,37442.828359,756.072832506
1434,23.183080699,69632.837184,69632.837184,23.183080699
1728,679.173155949,324150.025196,324150.025196,679.173155949
2143,35.264798911,84075.798195,84075.798195,35.264798911
1670,138.701529923,9960.104881,9960.104881,138.701529923
1436,48.81348799,843.867195,843.867195,48.81348799
1716,220.725366929,76768.685986,76768.685986,220.725366929
1505,286.138925843,6579.504366,6579.504366,286.138925843
1661,32.486608964,19853.8616,19853.8616,32.486608964
2345,53.301612532,82947.5199,82947.5199,53.301612532
1743,99.288228922,825.360566,825.360566,99.288228922
