#solverIteratedGlobal	
#Instance	Iteration	Segments	Edges	Vertices	Max k	Time	Solution value	Upper bound value	
random-2-opt-50-1337	0	135	3691	1828	5	92178125	9155.678548	
random-2-opt-50-1337	0	135	3691	1828	10	607103205	19720.467031	
random-2-opt-50-1337	0	135	3691	1828	15	2565146879	37116.228567	
random-2-opt-50-1337	0	135	3691	1828	20	6270737271	51630.903260	
random-2-opt-50-1337	0	135	3691	1828	25	8787867265	65103.215023	
random-2-opt-50-1337	0	135	3691	1828	30	12422575249	82961.983315	
random-2-opt-50-1337	1	148	4300	2126	5	122742886	9155.678548	
random-2-opt-50-1337	1	148	4300	2126	10	876179594	19322.497965	
random-2-opt-50-1337	1	148	4300	2126	15	4532265371	37084.174161	
random-2-opt-50-1337	1	148	4300	2126	20	7204622367	52941.282665	
random-2-opt-50-1337	1	148	4300	2126	25	11257344561	67965.750697	
random-2-opt-50-1337	1	148	4300	2126	30	19583233912	85420.563429	
random-2-opt-50-1337	2	172	6038	2983	5	126966726	9025.016759	
random-2-opt-50-1337	2	172	6038	2983	10	2923087785	24630.321789	
random-2-opt-50-1337	2	172	6038	2983	15	6625618945	43029.761393	
random-2-opt-50-1337	2	172	6038	2983	20	9225782631	60088.978703	
random-2-opt-50-1337	2	172	6038	2983	25	18193110414	76566.243396	
random-2-opt-50-1337	2	172	6038	2983	30	31893936164	97613.408205	
ic_die20-darkness-50-int-42	0	135	4845	2405	5	142613709	2944.105141	
ic_die20-darkness-50-int-42	0	135	4845	2405	10	1575997600	8499.427246	
ic_die20-darkness-50-int-42	0	135	4845	2405	15	3724301920	14387.094181	
ic_die20-darkness-50-int-42	0	135	4845	2405	20	3851006575	20139.074787	
ic_die20-darkness-50-int-42	0	135	4845	2405	25	12631697768	27910.692427	
ic_die20-darkness-50-int-42	0	135	4845	2405	30	14239999112	34759.144021	
ic_die20-darkness-50-int-42	1	148	5688	2820	5	219667002	3404.331502	
ic_die20-darkness-50-int-42	1	148	5688	2820	10	1524419357	8996.362176	
ic_die20-darkness-50-int-42	1	148	5688	2820	15	2912576957	15343.382798	
ic_die20-darkness-50-int-42	1	148	5688	2820	20	3998086750	21456.047258	
ic_die20-darkness-50-int-42	1	148	5688	2820	25	6198333319	27921.966150	
ic_die20-darkness-50-int-42	1	148	5688	2820	30	19423773875	36594.712031	
ic_die20-darkness-50-int-42	2	172	7400	3664	5	143962859	4134.555661	
ic_die20-darkness-50-int-42	2	172	7400	3664	10	994298055	10042.543470	
ic_die20-darkness-50-int-42	2	172	7400	3664	15	5501327625	16834.870624	
ic_die20-darkness-50-int-42	2	172	7400	3664	20	11183454217	23889.605797	
ic_die20-darkness-50-int-42	2	172	7400	3664	25	12780640315	30847.317089	
ic_die20-darkness-50-int-42	2	172	7400	3664	30	37852588688	41158.411781	
ic_die22-edges-50-int-42	0	135	3927	1946	5	134775652	2791.262460	
ic_die22-edges-50-int-42	0	135	3927	1946	10	816000416	6287.131366	
ic_die22-edges-50-int-42	0	135	3927	1946	15	1645405842	9189.255174	
