#solverSALocal	
#Instance	Iteration	Segments	Edges	Vertices	Max k	Time	Solution value	Upper bound value	
random-2-opt-50-1337	0	135	3691	1828	5	21335229576	9917.761651	
random-2-opt-50-1337	0	135	3691	1828	10	38443377276	23988.709435	
random-2-opt-50-1337	0	135	3691	1828	15	80581664691	37471.242885	
random-2-opt-50-1337	0	135	3691	1828	20	121753863449	51630.903260	
random-2-opt-50-1337	0	135	3691	1828	25	157922386761	66958.211141	
random-2-opt-50-1337	0	135	3691	1828	30	140427196865	82961.983315	
random-2-opt-50-1337	1	148	4300	2126	5	32199785954	9917.761651	
random-2-opt-50-1337	1	148	4300	2126	10	58309221518	23988.709435	
random-2-opt-50-1337	1	148	4300	2126	15	77054250102	38534.485683	
random-2-opt-50-1337	1	148	4300	2126	20	108858435736	53474.925723	
random-2-opt-50-1337	1	148	4300	2126	25	143483680952	69672.351509	
random-2-opt-50-1337	1	148	4300	2126	30	151860800909	86514.463787	
random-2-opt-50-1337	2	172	6038	2983	5	36168953188	10803.074666	
random-2-opt-50-1337	2	172	6038	2983	10	97525375989	24630.321789	
random-2-opt-50-1337	2	172	6038	2983	15	107258481531	43029.761393	
random-2-opt-50-1337	2	172	6038	2983	20	148608169224	59883.416641	
random-2-opt-50-1337	2	172	6038	2983	25	188705846094	78766.728707	
random-2-opt-50-1337	2	172	6038	2983	30	258082633281	97902.823256	
ic_die20-darkness-50-int-42	0	135	4845	2405	5	24705145900	4138.603365	
ic_die20-darkness-50-int-42	0	135	4845	2405	10	74883195552	8941.590696	
ic_die20-darkness-50-int-42	0	135	4845	2405	15	91990791285	14387.094181	
ic_die20-darkness-50-int-42	0	135	4845	2405	20	117114547387	20482.663801	
ic_die20-darkness-50-int-42	0	135	4845	2405	25	159642068796	27910.692427	
ic_die20-darkness-50-int-42	0	135	4845	2405	30	152639467345	34759.144021	
ic_die20-darkness-50-int-42	1	148	5688	2820	5	38460553553	4138.603365	
ic_die20-darkness-50-int-42	1	148	5688	2820	10	116294616145	9021.199203	
ic_die20-darkness-50-int-42	1	148	5688	2820	15	112217685758	15343.382798	
ic_die20-darkness-50-int-42	1	148	5688	2820	20	156063782087	21761.532133	
ic_die20-darkness-50-int-42	1	148	5688	2820	25	216239732616	29092.205378	
ic_die20-darkness-50-int-42	1	148	5688	2820	30	169549063603	36849.692992	
ic_die20-darkness-50-int-42	2	172	7400	3664	5	31743490666	4138.603365	
ic_die20-darkness-50-int-42	2	172	7400	3664	10	102736716158	10101.713859	
ic_die20-darkness-50-int-42	2	172	7400	3664	15	123139702267	16989.773353	
ic_die20-darkness-50-int-42	2	172	7400	3664	20	225436688866	24266.809661	
ic_die20-darkness-50-int-42	2	172	7400	3664	25	158865910956	32162.686264	
ic_die20-darkness-50-int-42	2	172	7400	3664	30	354522446566	41026.644479	
ic_die22-edges-50-int-42	0	135	3927	1946	5	35481621941	2791.262460	
ic_die22-edges-50-int-42	0	135	3927	1946	10	69472143129	6700.448618	
ic_die22-edges-50-int-42	0	135	3927	1946	15	100764517505	10786.889403	
ic_die22-edges-50-int-42	0	135	3927	1946	20	119069157478	15615.245330	
ic_die22-edges-50-int-42	0	135	3927	1946	25	145502091907	20429.841367	
ic_die22-edges-50-int-42	0	135	3927	1946	30	158915520868	25708.904087	
ic_die22-edges-50-int-42	1	148	4730	2341	5	32217108071	3142.112659	
ic_die22-edges-50-int-42	1	148	4730	2341	10	81450518603	6737.356654	
ic_die22-edges-50-int-42	1	148	4730	2341	15	82144296770	11270.703162	
ic_die22-edges-50-int-42	1	148	4730	2341	20	142084628209	16157.978898	
ic_die22-edges-50-int-42	1	148	4730	2341	25	161855409911	21314.378281	
ic_die22-edges-50-int-42	1	148	4730	2341	30	156425620489	26804.318739	
ic_die22-edges-50-int-42	2	172	6102	3015	5	29957380385	3526.514675	
ic_die22-edges-50-int-42	2	172	6102	3015	10	91590408251	8046.085588	
ic_die22-edges-50-int-42	2	172	6102	3015	15	102237090134	12876.530485	
ic_die22-edges-50-int-42	2	172	6102	3015	20	189601400151	18215.121664	
ic_die22-edges-50-int-42	2	172	6102	3015	25	157061723855	24395.712914	
ic_die22-edges-50-int-42	2	172	6102	3015	30	257934988320	30883.469296	
skyline_new_york-edges-50-float-42	0	135	4685	2325	5	23328011545	16457.586273	
skyline_new_york-edges-50-float-42	0	135	4685	2325	10	57744227653	36666.368568	
skyline_new_york-edges-50-float-42	0	135	4685	2325	15	144047730231	59376.485735	
skyline_new_york-edges-50-float-42	0	135	4685	2325	20	144518543459	82932.763863	
skyline_new_york-edges-50-float-42	0	135	4685	2325	25	170655887368	107939.559678	
skyline_new_york-edges-50-float-42	0	135	4685	2325	30	155741830722	130417.332931	
skyline_new_york-edges-50-float-42	1	148	5470	2711	5	30160240344	16778.074456	
skyline_new_york-edges-50-float-42	1	148	5470	2711	10	50943761323	38276.886815	
skyline_new_york-edges-50-float-42	1	148	5470	2711	15	107343652294	62822.972743	
skyline_new_york-edges-50-float-42	1	148	5470	2711	20	166403854885	86017.974656	
skyline_new_york-edges-50-float-42	1	148	5470	2711	25	205019459149	111458.863816	
skyline_new_york-edges-50-float-42	1	148	5470	2711	30	211549781761	138447.443800	
skyline_new_york-edges-50-float-42	2	172	7060	3494	5	64160030040	18415.772077	
skyline_new_york-edges-50-float-42	2	172	7060	3494	10	118880512947	44361.320958	
skyline_new_york-edges-50-float-42	2	172	7060	3494	15	134141838496	68723.728383	
skyline_new_york-edges-50-float-42	2	172	7060	3494	20	163131384653	95856.972213	
skyline_new_york-edges-50-float-42	2	172	7060	3494	25	248703194956	124567.804847	
skyline_new_york-edges-50-float-42	2	172	7060	3494	30	227061107874	154606.668045	
ic_die21-color-50-int-42	0	135	4055	2010	5	25811541039	3305.391328	
ic_die21-color-50-int-42	0	135	4055	2010	10	56051881490	7480.288095	
ic_die21-color-50-int-42	0	135	4055	2010	15	112249793441	12342.464866	
ic_die21-color-50-int-42	0	135	4055	2010	20	146459140965	17157.943946	
ic_die21-color-50-int-42	0	135	4055	2010	25	188837447778	21975.649942	
ic_die21-color-50-int-42	0	135	4055	2010	30	201142404242	27015.879343	
ic_die21-color-50-int-42	1	148	4678	2315	5	21140457037	3305.391328	
ic_die21-color-50-int-42	1	148	4678	2315	10	61736847353	7641.066197	
ic_die21-color-50-int-42	1	148	4678	2315	15	124234125272	12772.139447	
ic_die21-color-50-int-42	1	148	4678	2315	20	147077441064	18152.272015	
ic_die21-color-50-int-42	1	148	4678	2315	25	194153930777	23447.215212	
ic_die21-color-50-int-42	1	148	4678	2315	30	153460383687	28799.903804	
ic_die21-color-50-int-42	2	172	6326	3127	5	42577192701	3381.790177	
ic_die21-color-50-int-42	2	172	6326	3127	10	77769761483	8513.506771	
ic_die21-color-50-int-42	2	172	6326	3127	15	109182072697	14136.438523	
ic_die21-color-50-int-42	2	172	6326	3127	20	163947364086	20222.418088	
ic_die21-color-50-int-42	2	172	6326	3127	25	170682539597	26460.475773	
ic_die21-color-50-int-42	2	172	6326	3127	30	170062401959	32792.246679	
skyline_sydney-edges-50-int-42	0	135	3967	1966	5	22745331901	8015.156908	
skyline_sydney-edges-50-int-42	0	135	3967	1966	10	53330040710	19243.966188	
skyline_sydney-edges-50-int-42	0	135	3967	1966	15	72074377559	31132.235995	
skyline_sydney-edges-50-int-42	0	135	3967	1966	20	110317552780	43913.986272	
skyline_sydney-edges-50-int-42	0	135	3967	1966	25	111278308928	55912.399900	
skyline_sydney-edges-50-int-42	0	135	3967	1966	30	145478960784	67185.269082	
skyline_sydney-edges-50-int-42	1	148	4778	2365	5	38633589466	8147.905974	
skyline_sydney-edges-50-int-42	1	148	4778	2365	10	60956043494	19662.143774	
skyline_sydney-edges-50-int-42	1	148	4778	2365	15	119141509776	32354.751134	
skyline_sydney-edges-50-int-42	1	148	4778	2365	20	127039622118	45100.154755	
skyline_sydney-edges-50-int-42	1	148	4778	2365	25	213852283519	57884.356720	
skyline_sydney-edges-50-int-42	1	148	4778	2365	30	192891493838	70586.300863	
skyline_sydney-edges-50-int-42	2	172	6012	2970	5	40576374704	9834.870435	
skyline_sydney-edges-50-int-42	2	172	6012	2970	10	71453565824	22773.896804	
skyline_sydney-edges-50-int-42	2	172	6012	2970	15	124816652338	36465.017129	
skyline_sydney-edges-50-int-42	2	172	6012	2970	20	155215456332	50659.309488	
skyline_sydney-edges-50-int-42	2	172	6012	2970	25	228578830225	65375.164079	
skyline_sydney-edges-50-int-42	2	172	6012	2970	30	178503803726	79916.585679	
ic_die25-edges-50-int-42	0	135	4087	2026	5	28677657053	2698.801262	
ic_die25-edges-50-int-42	0	135	4087	2026	10	56280875815	6512.140174	
ic_die25-edges-50-int-42	0	135	4087	2026	15	86764977077	10419.831485	
ic_die25-edges-50-int-42	0	135	4087	2026	20	138505271459	14717.673700	
ic_die25-edges-50-int-42	0	135	4087	2026	25	148776056735	19099.227097	
ic_die25-edges-50-int-42	0	135	4087	2026	30	139362957183	23387.667340	
ic_die25-edges-50-int-42	1	148	4926	2439	5	25640632423	2698.801262	
ic_die25-edges-50-int-42	1	148	4926	2439	10	71573401026	6547.795574	
ic_die25-edges-50-int-42	1	148	4926	2439	15	89251440383	10894.329598	
ic_die25-edges-50-int-42	1	148	4926	2439	20	132500738728	15427.096680	
ic_die25-edges-50-int-42	1	148	4926	2439	25	157078131296	20038.420627	
ic_die25-edges-50-int-42	1	148	4926	2439	30	194793541097	24871.325224	
ic_die25-edges-50-int-42	2	172	6324	3126	5	38068511270	3002.614202	
ic_die25-edges-50-int-42	2	172	6324	3126	10	63004067909	7276.089940	
ic_die25-edges-50-int-42	2	172	6324	3126	15	115497339906	11886.862688	
ic_die25-edges-50-int-42	2	172	6324	3126	20	153948688690	17236.936214	
ic_die25-edges-50-int-42	2	172	6324	3126	25	233422246335	22566.502216	
ic_die25-edges-50-int-42	2	172	6324	3126	30	203860567119	28487.940412	
skyline_new_york-edges-50-int-42	0	135	4063	2014	5	25486177683	13524.074773	
skyline_new_york-edges-50-int-42	0	135	4063	2014	10	55152397682	32633.369883	
skyline_new_york-edges-50-int-42	0	135	4063	2014	15	81996005414	53114.075128	
skyline_new_york-edges-50-int-42	0	135	4063	2014	20	109637867588	72968.015925	
skyline_new_york-edges-50-int-42	0	135	4063	2014	25	150586176141	94596.151908	
skyline_new_york-edges-50-int-42	0	135	4063	2014	30	188025879409	114495.742093	
skyline_new_york-edges-50-int-42	1	148	4810	2381	5	25099369784	14870.817155	
skyline_new_york-edges-50-int-42	1	148	4810	2381	10	52170522438	34440.274992	
skyline_new_york-edges-50-int-42	1	148	4810	2381	15	121389591367	55771.583799	
skyline_new_york-edges-50-int-42	1	148	4810	2381	20	130924321071	77513.858580	
skyline_new_york-edges-50-int-42	1	148	4810	2381	25	167769326524	98729.347641	
skyline_new_york-edges-50-int-42	1	148	4810	2381	30	217993309846	121757.444595	
skyline_new_york-edges-50-int-42	2	172	6378	3153	5	36006531034	15814.003775	
skyline_new_york-edges-50-int-42	2	172	6378	3153	10	66025143798	38832.475066	
skyline_new_york-edges-50-int-42	2	172	6378	3153	15	103484511131	60641.951938	
skyline_new_york-edges-50-int-42	2	172	6378	3153	20	197125580873	84446.582218	
skyline_new_york-edges-50-int-42	2	172	6378	3153	25	281884058831	108886.464213	
skyline_new_york-edges-50-int-42	2	172	6378	3153	30	295142514494	134496.209169	
ic_die26-color-50-int-42	0	135	4085	2025	5	18727885794	3453.610060	
ic_die26-color-50-int-42	0	135	4085	2025	10	62199408277	8394.038537	
ic_die26-color-50-int-42	0	135	4085	2025	15	82437911542	12989.478961	
ic_die26-color-50-int-42	0	135	4085	2025	20	86034293342	17888.788103	
ic_die26-color-50-int-42	0	135	4085	2025	25	131025603403	22897.558300	
ic_die26-color-50-int-42	0	135	4085	2025	30	196447349165	28870.438511	
ic_die26-color-50-int-42	1	148	4640	2296	5	22152044424	3486.057285	
ic_die26-color-50-int-42	1	148	4640	2296	10	41797772730	8661.519834	
ic_die26-color-50-int-42	1	148	4640	2296	15	91170290263	13469.020611	
ic_die26-color-50-int-42	1	148	4640	2296	20	115007691690	18404.784360	
ic_die26-color-50-int-42	1	148	4640	2296	25	194252835237	24328.225718	
ic_die26-color-50-int-42	1	148	4640	2296	30	173622633865	30710.362116	
ic_die26-color-50-int-42	2	172	6402	3165	5	50840237107	4057.348150	
ic_die26-color-50-int-42	2	172	6402	3165	10	84490038670	9714.342902	
ic_die26-color-50-int-42	2	172	6402	3165	15	111211327404	15742.392706	
ic_die26-color-50-int-42	2	172	6402	3165	20	207416999662	22043.458725	
ic_die26-color-50-int-42	2	172	6402	3165	25	180686338575	29082.175327	
ic_die26-color-50-int-42	2	172	6402	3165	30	270339073065	35654.846107	
ic_die05-darkness-50-int-42	0	135	4281	2123	5	36602167296	3880.198591	
ic_die05-darkness-50-int-42	0	135	4281	2123	10	61931395143	8420.277482	
ic_die05-darkness-50-int-42	0	135	4281	2123	15	102085907326	13902.548066	
ic_die05-darkness-50-int-42	0	135	4281	2123	20	86565070991	19643.432305	
ic_die05-darkness-50-int-42	0	135	4281	2123	25	215131736745	26260.093622	
ic_die05-darkness-50-int-42	0	135	4281	2123	30	217330790462	32594.847102	
ic_die05-darkness-50-int-42	1	148	4954	2453	5	24172736289	3880.198591	
ic_die05-darkness-50-int-42	1	148	4954	2453	10	56177602984	8867.905735	
ic_die05-darkness-50-int-42	1	148	4954	2453	15	107663789895	14620.860628	
ic_die05-darkness-50-int-42	1	148	4954	2453	20	151767262568	21069.751975	
ic_die05-darkness-50-int-42	1	148	4954	2453	25	171119264164	27555.219729	
ic_die05-darkness-50-int-42	1	148	4954	2453	30	181213036478	34680.580291	
ic_die05-darkness-50-int-42	2	172	6720	3324	5	19331294189	4129.818073	
ic_die05-darkness-50-int-42	2	172	6720	3324	10	88019412781	9862.912223	
ic_die05-darkness-50-int-42	2	172	6720	3324	15	177712696515	15966.770069	
ic_die05-darkness-50-int-42	2	172	6720	3324	20	143862681614	22862.458432	
ic_die05-darkness-50-int-42	2	172	6720	3324	25	228872758673	30375.527323	
ic_die05-darkness-50-int-42	2	172	6720	3324	30	276688039784	38459.194916	
