#solverGreedyLocalGlobal	
#Instance	Iteration	Segments	Edges	Vertices	Max k	Time	Solution value	Upper bound value	
random-2-opt-50-1337	0	135	3691	1828	5	12956774	7571.422672	
random-2-opt-50-1337	0	135	3691	1828	10	38801107	16265.250653	
random-2-opt-50-1337	0	135	3691	1828	15	80689983	24862.725001	
random-2-opt-50-1337	0	135	3691	1828	20	146465160	37982.201388	
random-2-opt-50-1337	0	135	3691	1828	25	230879820	46533.973554	
random-2-opt-50-1337	0	135	3691	1828	30	335828438	60017.861689	
random-2-opt-50-1337	1	148	4300	2126	5	15523319	7571.422672	
random-2-opt-50-1337	1	148	4300	2126	10	47977528	15022.691562	
random-2-opt-50-1337	1	148	4300	2126	15	98580005	23134.596621	
random-2-opt-50-1337	1	148	4300	2126	20	168993555	30670.485551	
random-2-opt-50-1337	1	148	4300	2126	25	268049315	42146.899548	
random-2-opt-50-1337	1	148	4300	2126	30	397273900	54057.882718	
random-2-opt-50-1337	2	172	6038	2983	5	24286469	7372.251056	
random-2-opt-50-1337	2	172	6038	2983	10	75685928	16031.049651	
random-2-opt-50-1337	2	172	6038	2983	15	157353962	26050.770229	
random-2-opt-50-1337	2	172	6038	2983	20	294648070	42395.799770	
random-2-opt-50-1337	2	172	6038	2983	25	490159487	58325.090600	
random-2-opt-50-1337	2	172	6038	2983	30	730688683	71814.084427	
ic_die20-darkness-50-int-42	0	135	4845	2405	5	19992965	2331.853670	
ic_die20-darkness-50-int-42	0	135	4845	2405	10	69853754	6905.592555	
ic_die20-darkness-50-int-42	0	135	4845	2405	15	173835619	11954.346461	
ic_die20-darkness-50-int-42	0	135	4845	2405	20	324378315	17743.252658	
ic_die20-darkness-50-int-42	0	135	4845	2405	25	511466971	22670.929765	
ic_die20-darkness-50-int-42	0	135	4845	2405	30	720505478	28926.847490	
ic_die20-darkness-50-int-42	1	148	5688	2820	5	26490620	3157.749275	
ic_die20-darkness-50-int-42	1	148	5688	2820	10	108832967	8088.801772	
ic_die20-darkness-50-int-42	1	148	5688	2820	15	249409529	13830.454298	
ic_die20-darkness-50-int-42	1	148	5688	2820	20	452802883	19734.167110	
ic_die20-darkness-50-int-42	1	148	5688	2820	25	705815006	26137.406737	
ic_die20-darkness-50-int-42	1	148	5688	2820	30	1002057006	32753.345843	
ic_die20-darkness-50-int-42	2	172	7400	3664	5	44614470	4134.555661	
ic_die20-darkness-50-int-42	2	172	7400	3664	10	181162421	9444.456969	
ic_die20-darkness-50-int-42	2	172	7400	3664	15	378122397	13915.379432	
ic_die20-darkness-50-int-42	2	172	7400	3664	20	625835669	19053.709262	
ic_die20-darkness-50-int-42	2	172	7400	3664	25	936396608	25587.713965	
ic_die20-darkness-50-int-42	2	172	7400	3664	30	1312103989	32516.891850	
ic_die22-edges-50-int-42	0	135	3927	1946	5	16427542	1998.753931	
ic_die22-edges-50-int-42	0	135	3927	1946	10	56998446	4840.114507	
ic_die22-edges-50-int-42	0	135	3927	1946	15	128463302	7550.092461	
ic_die22-edges-50-int-42	0	135	3927	1946	20	215555240	9511.127053	
ic_die22-edges-50-int-42	0	135	3927	1946	25	321669401	13321.089201	
ic_die22-edges-50-int-42	0	135	3927	1946	30	445976726	16314.270793	
ic_die22-edges-50-int-42	1	148	4730	2341	5	20987258	1998.753931	
ic_die22-edges-50-int-42	1	148	4730	2341	10	76271139	4752.813242	
ic_die22-edges-50-int-42	1	148	4730	2341	15	164400434	8163.691492	
ic_die22-edges-50-int-42	1	148	4730	2341	20	287243701	12509.695188	
