maxK,random-2-opt-60-1337(392),von_koch-random-55-3(348),von_koch-random-55-4(348),von_koch-random-60-2(392),von_koch-random-60-5(392)
5,900194864773,900184598362,900128059466,900207668406,900212079318
10,900185823398,900125257410,900290994404,900194411691,900191776985
15,900194384308,900124478282,900138950455,900890809976,900223661506
20,900583615335,900129691357,900133473043,900201374199,900202397144
25,900184036117,900130805171,900140032287,900184779547,900210305795
30,900195309748,867067860722,683229930938,900199983809,900224138366
