#solverSALocal	
#Instance	Iteration	Segments	Edges	Vertices	Max k	Time	Solution value	Upper bound value	
random-2-opt-60-1337	0	193	7435	3681	5	36912714342	10107.729621	
random-2-opt-60-1337	0	193	7435	3681	10	96808705024	24889.826935	
random-2-opt-60-1337	0	193	7435	3681	15	111765673610	41786.234225	
random-2-opt-60-1337	0	193	7435	3681	20	157604778732	58729.637742	
random-2-opt-60-1337	0	193	7435	3681	25	248047673533	76085.017886	
random-2-opt-60-1337	0	193	7435	3681	30	217081438691	93318.739809	
random-2-opt-60-1337	1	209	8801	4356	5	53217742757	11226.621180	
random-2-opt-60-1337	1	209	8801	4356	10	131433756899	25615.615553	
random-2-opt-60-1337	1	209	8801	4356	15	180259512221	42825.636811	
random-2-opt-60-1337	1	209	8801	4356	20	234419305229	60756.142316	
random-2-opt-60-1337	1	209	8801	4356	25	341856618606	80530.331261	
random-2-opt-60-1337	1	209	8801	4356	30	311674572515	100391.960683	
random-2-opt-60-1337	2	246	12082	5978	5	44012269176	11258.036407	
random-2-opt-60-1337	2	246	12082	5978	10	193016002107	27071.202045	
random-2-opt-60-1337	2	246	12082	5978	15	187879532518	46191.596279	
random-2-opt-60-1337	2	246	12082	5978	20	244610647853	67451.307621	
random-2-opt-60-1337	2	246	12082	5978	25	402628614161	88510.288049	
random-2-opt-60-1337	2	246	12082	5978	30	425440763219	111001.618651	
von_koch-random-55-3	0	163	5373	2645	5	42699137844	4597.294733	
von_koch-random-55-3	0	163	5373	2645	10	80112295835	9379.721081	
von_koch-random-55-3	0	163	5373	2645	15	142925416436	14997.116433	
von_koch-random-55-3	0	163	5373	2645	20	169761970137	20444.361252	
von_koch-random-55-3	0	163	5373	2645	25	184104571710	26550.723499	
von_koch-random-55-3	0	163	5373	2645	30	198290954836	32495.170675	
von_koch-random-55-3	1	179	6153	3026	5	56887303082	4864.793962	
von_koch-random-55-3	1	179	6153	3026	10	119842555916	10383.784959	
von_koch-random-55-3	1	179	6153	3026	15	193467502077	16512.397320	
von_koch-random-55-3	1	179	6153	3026	20	249746301938	22896.889306	
von_koch-random-55-3	1	179	6153	3026	25	265254124890	29092.828088	
von_koch-random-55-3	1	179	6153	3026	30	277703806017	35281.305982	
von_koch-random-55-3	2	213	8481	4170	5	53878661394	4864.793962	
von_koch-random-55-3	2	213	8481	4170	10	205033836392	11059.546770	
von_koch-random-55-3	2	213	8481	4170	15	209876226737	18158.427564	
von_koch-random-55-3	2	213	8481	4170	20	256353574483	26072.762744	
von_koch-random-55-3	2	213	8481	4170	25	414020236738	33311.453975	
von_koch-random-55-3	2	213	8481	4170	30	269446779833	40581.196251	
von_koch-random-55-4	0	163	5982	2948	5	23294329503	11419.698605	
von_koch-random-55-4	0	163	5982	2948	10	51327073824	26795.382061	
von_koch-random-55-4	0	163	5982	2948	15	119058041384	44140.762731	
von_koch-random-55-4	0	163	5982	2948	20	158688330949	60530.626167	
von_koch-random-55-4	0	163	5982	2948	25	231317273845	80186.503749	
von_koch-random-55-4	0	163	5982	2948	30	222550874184	97534.009641	
von_koch-random-55-4	1	179	6789	3342	5	37813441030	11419.698605	
von_koch-random-55-4	1	179	6789	3342	10	76215200388	28616.853994	
von_koch-random-55-4	1	179	6789	3342	15	143243945570	46782.228665	
von_koch-random-55-4	1	179	6789	3342	20	163631600744	66820.063008	
von_koch-random-55-4	1	179	6789	3342	25	255275717881	86304.276810	
von_koch-random-55-4	1	179	6789	3342	30	293699046665	105572.623511	
von_koch-random-55-4	2	213	9115	4480	5	51755910165	11645.191520	
von_koch-random-55-4	2	213	9115	4480	10	110718999495	28568.036094	
von_koch-random-55-4	2	213	9115	4480	15	215739215130	48265.096974	
von_koch-random-55-4	2	213	9115	4480	20	234600721448	70790.935132	
von_koch-random-55-4	2	213	9115	4480	25	336349997377	89471.134793	
von_koch-random-55-4	2	213	9115	4480	30	410110879174	111635.755728	
von_koch-random-60-2	0	193	8426	4153	5	64316879949	1377.664823	
von_koch-random-60-2	0	193	8426	4153	10	96012109250	3376.001222	
von_koch-random-60-2	0	193	8426	4153	15	162899276942	5411.995202	
von_koch-random-60-2	0	193	8426	4153	20	262254357376	7850.554609	
von_koch-random-60-2	0	193	8426	4153	25	279831560950	10217.428467	
von_koch-random-60-2	0	193	8426	4153	30	504816613016	12506.864933	
von_koch-random-60-2	1	209	9717	4787	5	49666650731	1377.664823	
von_koch-random-60-2	1	209	9717	4787	10	145432675831	3364.386048	
von_koch-random-60-2	1	209	9717	4787	15	262669448566	5673.054109	
von_koch-random-60-2	1	209	9717	4787	20	371270964616	8097.007539	
von_koch-random-60-2	1	209	9717	4787	25	311375894452	10444.337538	
von_koch-random-60-2	1	209	9717	4787	30	358039181385	13059.563866	
von_koch-random-60-2	2	246	13518	6665	5	67960901251	1439.960950	
von_koch-random-60-2	2	246	13518	6665	10	158263810810	3664.506018	
von_koch-random-60-2	2	246	13518	6665	15	317693439994	6016.504001	
von_koch-random-60-2	2	246	13518	6665	20	330861376954	8667.966141	
von_koch-random-60-2	2	246	13518	6665	25	530488186100	11570.181085	
von_koch-random-60-2	2	246	13518	6665	30	647216001839	14645.970919	
von_koch-random-60-5	0	193	7031	3462	5	46060853604	146145.083576	
von_koch-random-60-5	0	193	7031	3462	10	129347179571	352820.241097	
von_koch-random-60-5	0	193	7031	3462	15	204547682700	566869.926677	
von_koch-random-60-5	0	193	7031	3462	20	218359092045	771068.349443	
von_koch-random-60-5	0	193	7031	3462	25	221778960682	980138.020675	
von_koch-random-60-5	0	193	7031	3462	30	299506186272	1181557.953793	
von_koch-random-60-5	1	209	8390	4132	5	60207013759	146145.083576	
von_koch-random-60-5	1	209	8390	4132	10	177302105498	350972.520231	
von_koch-random-60-5	1	209	8390	4132	15	199841663535	567134.238422	
von_koch-random-60-5	1	209	8390	4132	20	319080263334	779888.821286	
von_koch-random-60-5	1	209	8390	4132	25	297489009003	1032110.322777	
von_koch-random-60-5	1	209	8390	4132	30	314915949314	1257577.661346	
von_koch-random-60-5	2	246	11869	5850	5	71986807766	153057.083576	
von_koch-random-60-5	2	246	11869	5850	10	176924062020	377367.767091	
von_koch-random-60-5	2	246	11869	5850	15	291524080138	627044.833396	
von_koch-random-60-5	2	246	11869	5850	20	387460567778	891387.468221	
von_koch-random-60-5	2	246	11869	5850	25	352259959179	1145728.477728	
von_koch-random-60-5	2	246	11869	5850	30	316650356441	1385451.680043	
